"topic","factor","CreationDate","mean","low","high"
"manager_decision_level","other","10/27/2004",0.021509,0.020187,0.023004
"manager_decision_level","other","10/28/2004",0.020756,0.019218,0.02216
"manager_decision_level","other","7/29/2003",0.01578,0.013511,0.018129
"manager_decision_level","other","7/30/2003",0.014108,0.012443,0.015905
"manager_decision_level","other","7/31/2003",0.017098,0.014493,0.019827
"manager_decision_level","other","8/1/2003",0.016348,0.013691,0.019511
"work_ibm_employee","executive_manager","10/26/2004",0.01813,0.015379,0.020778
"work_ibm_employee","executive_manager","10/27/2004",0.017829,0.016116,0.01957
"work_ibm_employee","executive_manager","10/28/2004",0.015012,0.013313,0.016733
"work_ibm_employee","executive_manager","7/29/2003",0.023829,0.017132,0.031002
"work_ibm_employee","executive_manager","7/30/2003",0.025863,0.020864,0.031912
"work_ibm_employee","executive_manager","7/31/2003",0.027511,0.021535,0.034077
"work_ibm_employee","executive_manager","8/1/2003",0.038345,0.027005,0.050601
"work_ibm_employee","other","10/26/2004",0.021185,0.018946,0.02343
"work_ibm_employee","other","10/27/2004",0.025268,0.023471,0.02694
"work_ibm_employee","other","10/28/2004",0.0263,0.024479,0.028212
"work_ibm_employee","other","7/29/2003",0.02226,0.018835,0.026074
"work_ibm_employee","other","7/30/2003",0.032597,0.028931,0.036681
"work_ibm_employee","other","7/31/2003",0.029609,0.025193,0.034175
"work_ibm_employee","other","8/1/2003",0.025551,0.020871,0.030329
"ibm_price_system","executive_manager","10/26/2004",0.01633,0.014163,0.018978
"ibm_price_system","executive_manager","10/27/2004",0.013852,0.012516,0.015303
"ibm_price_system","executive_manager","10/28/2004",0.013958,0.012395,0.015642
"ibm_price_system","executive_manager","7/29/2003",0.009014,0.007575,0.010742
"ibm_price_system","executive_manager","7/30/2003",0.01281,0.010133,0.015815
"ibm_price_system","executive_manager","7/31/2003",0.012939,0.009907,0.016411
"ibm_price_system","executive_manager","8/1/2003",0.008553,0.00673,0.011019
"ibm_price_system","other","10/26/2004",0.026264,0.023539,0.029104
"ibm_price_system","other","10/27/2004",0.022582,0.020987,0.024136
"ibm_price_system","other","10/28/2004",0.020091,0.018546,0.021708
"ibm_price_system","other","7/29/2003",0.012858,0.010989,0.014702
"ibm_price_system","other","7/30/2003",0.013302,0.011726,0.01491
"ibm_price_system","other","7/31/2003",0.014466,0.012358,0.017047
"ibm_price_system","other","8/1/2003",0.012113,0.010234,0.0141
"linux_server_ibm","executive_manager","10/26/2004",0.013964,0.011988,0.015959
"linux_server_ibm","executive_manager","10/27/2004",0.013034,0.011712,0.014464
"linux_server_ibm","executive_manager","10/28/2004",0.012253,0.010818,0.013693
"linux_server_ibm","executive_manager","7/29/2003",0.009309,0.007621,0.011329
"linux_server_ibm","executive_manager","7/30/2003",0.010517,0.008672,0.012674
"linux_server_ibm","executive_manager","7/31/2003",0.008394,0.007256,0.009695
"linux_server_ibm","executive_manager","8/1/2003",0.00792,0.006342,0.010069
"linux_server_ibm","other","10/26/2004",0.024596,0.022215,0.027013
"linux_server_ibm","other","10/27/2004",0.021772,0.020175,0.023343
"linux_server_ibm","other","10/28/2004",0.018831,0.017394,0.020343
"linux_server_ibm","other","7/29/2003",0.011421,0.009782,0.013338
"linux_server_ibm","other","7/30/2003",0.011424,0.00986,0.013166
"linux_server_ibm","other","7/31/2003",0.01139,0.009503,0.013322
"linux_server_ibm","other","8/1/2003",0.010091,0.008493,0.011822
"control_process_risk","executive_manager","10/26/2004",0.016093,0.013963,0.018364
"control_process_risk","executive_manager","10/27/2004",0.01541,0.013992,0.016869
"control_process_risk","executive_manager","10/28/2004",0.016594,0.014776,0.018589
"control_process_risk","executive_manager","7/29/2003",0.011885,0.009157,0.015273
"control_process_risk","executive_manager","7/30/2003",0.014535,0.011716,0.017697
"control_process_risk","executive_manager","7/31/2003",0.017687,0.013488,0.021857
"control_process_risk","executive_manager","8/1/2003",0.01509,0.010531,0.021026
"control_process_risk","other","10/26/2004",0.015606,0.014063,0.017396
"control_process_risk","other","10/27/2004",0.015754,0.014749,0.016795
"control_process_risk","other","10/28/2004",0.018262,0.016888,0.01958
"control_process_risk","other","7/29/2003",0.013855,0.011804,0.015788
"control_process_risk","other","7/30/2003",0.014068,0.012475,0.015913
"control_process_risk","other","7/31/2003",0.013926,0.012005,0.016064
"control_process_risk","other","8/1/2003",0.017739,0.014642,0.020971
"ibm_employee_company","executive_manager","10/26/2004",0.019927,0.017481,0.022473
"ibm_employee_company","executive_manager","10/27/2004",0.017275,0.01583,0.018722
"ibm_employee_company","executive_manager","10/28/2004",0.017776,0.016099,0.019773
"ibm_employee_company","executive_manager","7/29/2003",0.088804,0.074334,0.103158
"ibm_employee_company","executive_manager","7/30/2003",0.071957,0.062675,0.082357
"ibm_employee_company","executive_manager","7/31/2003",0.054757,0.045577,0.064842
"ibm_employee_company","executive_manager","8/1/2003",0.064862,0.049908,0.079378
"ibm_employee_company","other","10/26/2004",0.026227,0.023842,0.028628
"ibm_employee_company","other","10/27/2004",0.025716,0.024139,0.027344
"ibm_employee_company","other","10/28/2004",0.025114,0.023517,0.026835
"ibm_employee_company","other","7/29/2003",0.120792,0.111239,0.130676
"ibm_employee_company","other","7/30/2003",0.092852,0.085921,0.099856
"ibm_employee_company","other","7/31/2003",0.095223,0.086462,0.103561
"ibm_employee_company","other","8/1/2003",0.097514,0.087098,0.107681
"ibm_program_training","executive_manager","10/26/2004",0.024179,0.021311,0.027359
"ibm_program_training","executive_manager","10/27/2004",0.02219,0.020341,0.024122
"ibm_program_training","executive_manager","10/28/2004",0.026047,0.023468,0.028648
"ibm_program_training","executive_manager","7/29/2003",0.017283,0.013239,0.021796
"ibm_program_training","executive_manager","7/30/2003",0.014365,0.011595,0.01725
"ibm_program_training","executive_manager","7/31/2003",0.017365,0.01264,0.022445
"ibm_program_training","executive_manager","8/1/2003",0.025191,0.016648,0.034521
"ibm_program_training","other","10/26/2004",0.027612,0.025022,0.030244
"ibm_program_training","other","10/27/2004",0.027177,0.025668,0.028929
"ibm_program_training","other","10/28/2004",0.031046,0.028935,0.033099
"ibm_program_training","other","7/29/2003",0.015677,0.013459,0.017839
"ibm_program_training","other","7/30/2003",0.014484,0.012907,0.016229
"ibm_program_training","other","7/31/2003",0.016177,0.013658,0.018681
"ibm_program_training","other","8/1/2003",0.024012,0.02026,0.028303
"problem_customer_issue","executive_manager","10/26/2004",0.022455,0.019962,0.025181
"problem_customer_issue","executive_manager","10/27/2004",0.022149,0.020575,0.023769
"problem_customer_issue","executive_manager","10/28/2004",0.022854,0.020965,0.024875
"problem_customer_issue","executive_manager","7/29/2003",0.019441,0.0155,0.023962
"problem_customer_issue","executive_manager","7/30/2003",0.020036,0.016324,0.024132
"problem_customer_issue","executive_manager","7/31/2003",0.01704,0.01385,0.020729
"problem_customer_issue","executive_manager","8/1/2003",0.016744,0.012562,0.021415
"problem_customer_issue","other","10/26/2004",0.02751,0.025114,0.029917
"problem_customer_issue","other","10/27/2004",0.026281,0.024854,0.027664
"problem_customer_issue","other","10/28/2004",0.026217,0.02455,0.027934
"problem_customer_issue","other","7/29/2003",0.021482,0.018925,0.024349
"problem_customer_issue","other","7/30/2003",0.018626,0.016581,0.020491
"problem_customer_issue","other","7/31/2003",0.020826,0.018388,0.023672
"problem_customer_issue","other","8/1/2003",0.022254,0.018905,0.026356
"innovation_idea_ibm","executive_manager","10/26/2004",0.035804,0.031615,0.039906
"innovation_idea_ibm","executive_manager","10/27/2004",0.031471,0.029051,0.034034
"innovation_idea_ibm","executive_manager","10/28/2004",0.032482,0.029534,0.035575
"innovation_idea_ibm","executive_manager","7/29/2003",0.017451,0.012918,0.022917
"innovation_idea_ibm","executive_manager","7/30/2003",0.013115,0.010661,0.016021
"innovation_idea_ibm","executive_manager","7/31/2003",0.011402,0.009197,0.01423
"innovation_idea_ibm","executive_manager","8/1/2003",0.012964,0.009036,0.017972
"innovation_idea_ibm","other","10/26/2004",0.035368,0.032473,0.038285
"innovation_idea_ibm","other","10/27/2004",0.031992,0.030135,0.033912
"innovation_idea_ibm","other","10/28/2004",0.029169,0.027192,0.031051
"innovation_idea_ibm","other","7/29/2003",0.016127,0.01384,0.0184
"innovation_idea_ibm","other","7/30/2003",0.014637,0.013071,0.016392
"innovation_idea_ibm","other","7/31/2003",0.015805,0.01346,0.018394
"innovation_idea_ibm","other","8/1/2003",0.013807,0.011392,0.01632
"values_company_ibm","executive_manager","10/26/2004",0.017724,0.015484,0.020022
"values_company_ibm","executive_manager","10/27/2004",0.0155,0.014269,0.016861
"values_company_ibm","executive_manager","10/28/2004",0.014907,0.013419,0.016445
"values_company_ibm","executive_manager","7/29/2003",0.205395,0.183234,0.227275
"values_company_ibm","executive_manager","7/30/2003",0.168389,0.153694,0.183954
"values_company_ibm","executive_manager","7/31/2003",0.154078,0.13756,0.171988
"values_company_ibm","executive_manager","8/1/2003",0.142174,0.120591,0.164334
"values_company_ibm","other","10/26/2004",0.015369,0.013882,0.016948
"values_company_ibm","other","10/27/2004",0.01563,0.01465,0.016552
"values_company_ibm","other","10/28/2004",0.016505,0.015337,0.017738
"values_company_ibm","other","7/29/2003",0.154098,0.143522,0.164525
"values_company_ibm","other","7/30/2003",0.140475,0.132665,0.148575
"values_company_ibm","other","7/31/2003",0.122427,0.112992,0.132005
"values_company_ibm","other","8/1/2003",0.121132,0.109248,0.132513
"ibm_customer_solution","executive_manager","10/26/2004",0.034813,0.03104,0.039327
"ibm_customer_solution","executive_manager","10/27/2004",0.0352,0.032356,0.038186
"ibm_customer_solution","executive_manager","10/28/2004",0.038882,0.035707,0.042473
"ibm_customer_solution","executive_manager","7/29/2003",0.015529,0.011208,0.020208
"ibm_customer_solution","executive_manager","7/30/2003",0.01081,0.00876,0.013062
"ibm_customer_solution","executive_manager","7/31/2003",0.012518,0.009924,0.015895
"ibm_customer_solution","executive_manager","8/1/2003",0.014482,0.009715,0.020354
"ibm_customer_solution","other","10/26/2004",0.031332,0.028468,0.034482
"ibm_customer_solution","other","10/27/2004",0.030859,0.028957,0.032745
"ibm_customer_solution","other","10/28/2004",0.028746,0.026659,0.030747
"ibm_customer_solution","other","7/29/2003",0.012713,0.010859,0.014687
"ibm_customer_solution","other","7/30/2003",0.01271,0.011274,0.014161
"ibm_customer_solution","other","7/31/2003",0.012065,0.010219,0.014054
"ibm_customer_solution","other","8/1/2003",0.014716,0.011808,0.018142
"sale_brand_team","executive_manager","10/26/2004",0.057608,0.051635,0.063414
"sale_brand_team","executive_manager","10/27/2004",0.064545,0.060399,0.068382
"sale_brand_team","executive_manager","10/28/2004",0.0712,0.066014,0.076311
"sale_brand_team","executive_manager","7/29/2003",0.017244,0.013261,0.021863
"sale_brand_team","executive_manager","7/30/2003",0.021214,0.017011,0.025637
"sale_brand_team","executive_manager","7/31/2003",0.014793,0.011982,0.018112
"sale_brand_team","executive_manager","8/1/2003",0.019219,0.013368,0.02659
"sale_brand_team","other","10/26/2004",0.032509,0.029376,0.03565
"sale_brand_team","other","10/27/2004",0.036521,0.034488,0.038574
"sale_brand_team","other","10/28/2004",0.037556,0.03531,0.039865
"sale_brand_team","other","7/29/2003",0.01291,0.011071,0.014873
"sale_brand_team","other","7/30/2003",0.015395,0.013523,0.017222
"sale_brand_team","other","7/31/2003",0.015049,0.012887,0.01747
"sale_brand_team","other","8/1/2003",0.014972,0.012579,0.017603
"project_delivery_client","executive_manager","10/26/2004",0.033057,0.029327,0.037191
"project_delivery_client","executive_manager","10/27/2004",0.036792,0.034005,0.039615
"project_delivery_client","executive_manager","10/28/2004",0.034529,0.031358,0.03753
"project_delivery_client","executive_manager","7/29/2003",0.009949,0.008176,0.012123
"project_delivery_client","executive_manager","7/30/2003",0.009869,0.008346,0.011938
"project_delivery_client","executive_manager","7/31/2003",0.011345,0.009279,0.013865
"project_delivery_client","executive_manager","8/1/2003",0.00743,0.006503,0.008599
"project_delivery_client","other","10/26/2004",0.036236,0.033107,0.039358
"project_delivery_client","other","10/27/2004",0.039408,0.037284,0.041629
"project_delivery_client","other","10/28/2004",0.040483,0.037929,0.042825
"project_delivery_client","other","7/29/2003",0.010656,0.009219,0.012309
"project_delivery_client","other","7/30/2003",0.011043,0.010025,0.012107
"project_delivery_client","other","7/31/2003",0.012124,0.010518,0.013976
"project_delivery_client","other","8/1/2003",0.011358,0.00981,0.013171
"employee_award_reward","executive_manager","10/26/2004",0.023178,0.02046,0.026231
"employee_award_reward","executive_manager","10/27/2004",0.023535,0.021528,0.025626
"employee_award_reward","executive_manager","10/28/2004",0.019868,0.018029,0.021701
"employee_award_reward","executive_manager","7/29/2003",0.019618,0.014484,0.025699
"employee_award_reward","executive_manager","7/30/2003",0.015601,0.012688,0.019267
"employee_award_reward","executive_manager","7/31/2003",0.027965,0.021292,0.03519
"employee_award_reward","executive_manager","8/1/2003",0.021687,0.015114,0.029515
"employee_award_reward","other","10/26/2004",0.023569,0.02118,0.025874
"employee_award_reward","other","10/27/2004",0.025244,0.023662,0.026901
"employee_award_reward","other","10/28/2004",0.021007,0.01956,0.022465
"employee_award_reward","other","7/29/2003",0.020953,0.01785,0.024325
"employee_award_reward","other","7/30/2003",0.019576,0.017081,0.022318
"employee_award_reward","other","7/31/2003",0.026433,0.022195,0.030475
"employee_award_reward","other","8/1/2003",0.020819,0.01753,0.024724
"team_meeting_work","executive_manager","10/26/2004",0.031963,0.028148,0.035905
"team_meeting_work","executive_manager","10/27/2004",0.029793,0.027406,0.032549
"team_meeting_work","executive_manager","10/28/2004",0.031339,0.028455,0.034591
"team_meeting_work","executive_manager","7/29/2003",0.016061,0.011436,0.021514
"team_meeting_work","executive_manager","7/30/2003",0.017991,0.014131,0.022446
"team_meeting_work","executive_manager","7/31/2003",0.018834,0.014491,0.023853
"team_meeting_work","executive_manager","8/1/2003",0.015121,0.011503,0.019454
"team_meeting_work","other","10/26/2004",0.028646,0.026157,0.031265
"team_meeting_work","other","10/27/2004",0.029172,0.027474,0.031001
"team_meeting_work","other","10/28/2004",0.02929,0.027334,0.031433
"team_meeting_work","other","7/29/2003",0.015944,0.013668,0.018686
"team_meeting_work","other","7/30/2003",0.017257,0.014945,0.019458
"team_meeting_work","other","7/31/2003",0.016268,0.013861,0.019121
"team_meeting_work","other","8/1/2003",0.019098,0.015724,0.022422
"process_time_tool","executive_manager","10/26/2004",0.033361,0.030013,0.036717
"process_time_tool","executive_manager","10/27/2004",0.039389,0.036755,0.042039
"process_time_tool","executive_manager","10/28/2004",0.038852,0.035907,0.04187
"process_time_tool","executive_manager","7/29/2003",0.017716,0.013751,0.022467
"process_time_tool","executive_manager","7/30/2003",0.014094,0.011539,0.017288
"process_time_tool","executive_manager","7/31/2003",0.02037,0.016429,0.02487
"process_time_tool","executive_manager","8/1/2003",0.019301,0.01472,0.025055
"process_time_tool","other","10/26/2004",0.032235,0.029765,0.034814
"process_time_tool","other","10/27/2004",0.038047,0.036121,0.03997
"process_time_tool","other","10/28/2004",0.040217,0.038097,0.042316
"process_time_tool","other","7/29/2003",0.01911,0.016641,0.021932
"process_time_tool","other","7/30/2003",0.021625,0.019348,0.024087
"process_time_tool","other","7/31/2003",0.020873,0.017955,0.023876
"process_time_tool","other","8/1/2003",0.017913,0.01511,0.021067
"contract_deal_customer","executive_manager","10/26/2004",0.022108,0.019378,0.025063
"contract_deal_customer","executive_manager","10/27/2004",0.021573,0.019703,0.023588
"contract_deal_customer","executive_manager","10/28/2004",0.019232,0.017167,0.021198
"contract_deal_customer","executive_manager","7/29/2003",0.010347,0.007689,0.013805
"contract_deal_customer","executive_manager","7/30/2003",0.01009,0.008024,0.012684
"contract_deal_customer","executive_manager","7/31/2003",0.009405,0.007434,0.01179
"contract_deal_customer","executive_manager","8/1/2003",0.008743,0.006924,0.010811
"contract_deal_customer","other","10/26/2004",0.020262,0.018087,0.022562
"contract_deal_customer","other","10/27/2004",0.018704,0.017448,0.020056
"contract_deal_customer","other","10/28/2004",0.019983,0.018574,0.021487
"contract_deal_customer","other","7/29/2003",0.011325,0.009752,0.012956
"contract_deal_customer","other","7/30/2003",0.013263,0.011188,0.015405
"contract_deal_customer","other","7/31/2003",0.010618,0.00923,0.01229
"contract_deal_customer","other","8/1/2003",0.01152,0.009645,0.013711
"skill_people_job","executive_manager","10/26/2004",0.037827,0.033425,0.042271
"skill_people_job","executive_manager","10/27/2004",0.0321,0.029841,0.034775
"skill_people_job","executive_manager","10/28/2004",0.038141,0.035021,0.041302
"skill_people_job","executive_manager","7/29/2003",0.018913,0.015041,0.022983
"skill_people_job","executive_manager","7/30/2003",0.018213,0.015056,0.02157
"skill_people_job","executive_manager","7/31/2003",0.020753,0.016302,0.025749
"skill_people_job","executive_manager","8/1/2003",0.023199,0.017846,0.029361
"skill_people_job","other","10/26/2004",0.034161,0.031034,0.037209
"skill_people_job","other","10/27/2004",0.040863,0.038773,0.043015
"skill_people_job","other","10/28/2004",0.040475,0.038194,0.042795
"skill_people_job","other","7/29/2003",0.021115,0.018378,0.023908
"skill_people_job","other","7/30/2003",0.020714,0.018564,0.022964
"skill_people_job","other","7/31/2003",0.026192,0.02275,0.030036
"skill_people_job","other","8/1/2003",0.02302,0.019775,0.026469
"idea_comment_jam","executive_manager","10/26/2004",0.049746,0.044998,0.053963
"idea_comment_jam","executive_manager","10/27/2004",0.046921,0.044086,0.049885
"idea_comment_jam","executive_manager","10/28/2004",0.039118,0.036241,0.042378
"idea_comment_jam","executive_manager","7/29/2003",0.027648,0.02205,0.033988
"idea_comment_jam","executive_manager","7/30/2003",0.039437,0.033194,0.045864
"idea_comment_jam","executive_manager","7/31/2003",0.04685,0.039635,0.054599
"idea_comment_jam","executive_manager","8/1/2003",0.040961,0.031984,0.050461
"idea_comment_jam","other","10/26/2004",0.044299,0.041178,0.047621
"idea_comment_jam","other","10/27/2004",0.039865,0.037914,0.041916
"idea_comment_jam","other","10/28/2004",0.034346,0.032511,0.03625
"idea_comment_jam","other","7/29/2003",0.030717,0.026968,0.034446
"idea_comment_jam","other","7/30/2003",0.038897,0.035481,0.04265
"idea_comment_jam","other","7/31/2003",0.042188,0.0376,0.046933
"idea_comment_jam","other","8/1/2003",0.037567,0.03253,0.042946
"ibm_business_market","executive_manager","10/26/2004",0.03742,0.033279,0.042202
"ibm_business_market","executive_manager","10/27/2004",0.032697,0.030271,0.035394
"ibm_business_market","executive_manager","10/28/2004",0.036973,0.033949,0.040146
"ibm_business_market","executive_manager","7/29/2003",0.059092,0.048391,0.070653
"ibm_business_market","executive_manager","7/30/2003",0.069889,0.060144,0.080821
"ibm_business_market","executive_manager","7/31/2003",0.046104,0.037817,0.05521
"ibm_business_market","executive_manager","8/1/2003",0.046901,0.036383,0.05847
"ibm_business_market","other","10/26/2004",0.034173,0.031294,0.037329
"ibm_business_market","other","10/27/2004",0.031837,0.030135,0.033458
"ibm_business_market","other","10/28/2004",0.031549,0.029621,0.033675
"ibm_business_market","other","7/29/2003",0.048303,0.04291,0.054106
"ibm_business_market","other","7/30/2003",0.045073,0.04104,0.049872
"ibm_business_market","other","7/31/2003",0.044467,0.039072,0.050265
"ibm_business_market","other","8/1/2003",0.051569,0.044707,0.058473
"time_cost_year","executive_manager","10/26/2004",0.03644,0.032883,0.039962
"time_cost_year","executive_manager","10/27/2004",0.039493,0.036937,0.042096
"time_cost_year","executive_manager","10/28/2004",0.035687,0.033203,0.038549
"time_cost_year","executive_manager","7/29/2003",0.022565,0.01825,0.027507
"time_cost_year","executive_manager","7/30/2003",0.023053,0.0186,0.027691
"time_cost_year","executive_manager","7/31/2003",0.024272,0.020311,0.029123
"time_cost_year","executive_manager","8/1/2003",0.020349,0.015041,0.025761
"time_cost_year","other","10/26/2004",0.04248,0.039395,0.045427
"time_cost_year","other","10/27/2004",0.041381,0.039531,0.043135
"time_cost_year","other","10/28/2004",0.039726,0.03757,0.041801
"time_cost_year","other","7/29/2003",0.030977,0.027497,0.034654
"time_cost_year","other","7/30/2003",0.029213,0.026341,0.03207
"time_cost_year","other","7/31/2003",0.030791,0.027402,0.034607
"time_cost_year","other","8/1/2003",0.026332,0.022712,0.030066
"team_people_ibm","executive_manager","10/26/2004",0.060935,0.055408,0.067047
"team_people_ibm","executive_manager","10/27/2004",0.064245,0.060512,0.067747
"team_people_ibm","executive_manager","10/28/2004",0.064976,0.06066,0.069238
"team_people_ibm","executive_manager","7/29/2003",0.082635,0.071276,0.095142
"team_people_ibm","executive_manager","7/30/2003",0.091045,0.080209,0.102942
"team_people_ibm","executive_manager","7/31/2003",0.106058,0.092256,0.119043
"team_people_ibm","executive_manager","8/1/2003",0.110488,0.09129,0.128094
"team_people_ibm","other","10/26/2004",0.053589,0.049925,0.05746
"team_people_ibm","other","10/27/2004",0.054797,0.052435,0.05727
"team_people_ibm","other","10/28/2004",0.058882,0.056086,0.061819
"team_people_ibm","other","7/29/2003",0.072688,0.06548,0.080193
"team_people_ibm","other","7/30/2003",0.084865,0.078871,0.090885
"team_people_ibm","other","7/31/2003",0.078528,0.071595,0.085995
"team_people_ibm","other","8/1/2003",0.073847,0.065241,0.082798
"people_work_make","executive_manager","10/26/2004",0.076586,0.072149,0.081199
"people_work_make","executive_manager","10/27/2004",0.076332,0.073108,0.079603
"people_work_make","executive_manager","10/28/2004",0.071953,0.068493,0.075449
"people_work_make","executive_manager","7/29/2003",0.105095,0.093507,0.116861
