driver,drivers,84
investor,investors,83
conflict,conflicts,83
chart,charts,82
cut,cuts,82
outcome,outcomes,82
chance,chances,82
quality,qualities,82
door,doors,81
phone,phones,81
face,faces,81
prevent,prevents,80
failure,failures,80
deadline,deadlines,79
claim,claims,79
feeling,feelings,78
oversea,overseas,78
methodology,methodologies,78
phasis,phases,78
milestone,milestones,78
attempt,attempts,78
phase,phases,78
salary,salaries,77
conversation,conversations,77
card,cards,76
stockholder,stockholders,76
serve,serves,76
manage,manages,75
inhibitor,inhibitors,75
sort,sorts,75
segment,segments,75
politic,politics,75
release,releases,75
duty,duties,74
style,styles,74
entity,entities,73
earning,earnings,73
demonstrate,demonstrates,73
wall,walls,73
key,keys,72
today,todays,72
researcher,researchers,72
fail,fails,72
lawyer,lawyers,72
specific,specifics,72
government,governments,72
accomplishment,accomplishments,72
observation,observations,71
period,periods,71
contribute,contributes,71
holiday,holidays,71
improve,improves,71
head,heads,71
license,licenses,71
partnership,partnerships,71
generate,generates,71
pattern,patterns,70
figure,figures,70
interface,interfaces,70
letter,letters,69
fall,falls,69
representative,representatives,69
error,errors,69
talk,talks,69
fee,fees,68
assumption,assumptions,68
teammate,teammates,68
tie,ties,68
estimate,estimates,67
inventor,inventors,67
hurt,hurts,67
moment,moments,67
spend,spends,67
hit,hits,67
certification,certifications,67
share,shares,67
rank,ranks,66
block,blocks,66
paper,papers,65
cover,covers,65
game,games,65
territory,territories,65
occasion,occasions,64
economy,economies,64
operate,operates,64
break,breaks,64
acquisition,acquisitions,63
reality,realities,63
enhancement,enhancements,63
weakness,weaknesses,63
profession,professions,62
tower,towers,62
send,sends,62
recognize,recognizes,62
bug,bugs,62
attitude,attitudes,62
institution,institutions,62
regulation,regulations,61
board,boards,61
ton,tons,61
mail,mails,61
gain,gains,60
turn,turns,60
parameter,parameters,60
language,languages,60
habit,habits,60
input,inputs,60
auditor,auditors,60
fix,fixes,59
payment,payments,59
printer,printers,59
weekend,weekends,59
implementation,implementations,59
assessment,assessments,59
efficiency,efficiencies,59
development,developments,58
delegation,delegations,58
promote,promotes,58
article,articles,58
sign,signs,58
suggest,suggests,58
speak,speaks,58
parent,parents,58
picture,pictures,57
invention,inventions,57
prospect,prospects,57
man,men,57
volume,volumes,57
reduction,reductions,57
root,roots,56
count,counts,56
pension,pensions,56
foot,feet,56
interview,interviews,56
supply,supplies,56
enterprise,enterprises,56
defect,defects,56
volunteer,volunteers,56
aspiration,aspirations,56
tip,tips,56
agenda,agendas,55
stop,stops,55
grow,grows,55
discount,discounts,55
test,tests,54
develop,develops,54
citizen,citizens,54
design,designs,54
instruction,instructions,54
sit,sits,54
route,routes,53
advocate,advocates,53
nation,nations,53
foster,fosters,53
upgrade,upgrades,53
quarter,quarters,52
treat,treats,52
transfer,transfers,52
trench,trenches,52
pocket,pockets,52
workshop,workshops,52
receive,receives,52
balance,balances,52
dealing,dealings,51
ensure,ensures,51
border,borders,51
dynamic,dynamics,51
bill,bills,51
format,formats,51
exchange,exchanges,51
title,titles,51
respect,respects,50
subject,subjects,50
save,saves,50
purchase,purchases,50
ticket,tickets,50
chain,chains,49
evaluation,evaluations,49
quote,quotes,49
assistant,assistants,49
suffer,suffers,49
find,finds,49
director,directors,48
degree,degrees,48
billion,billions,48
designer,designers,48
sport,sports,48
background,backgrounds,48
roadblock,roadblocks,47
visit,visits,47
agree,agrees,47
query,queries,47
trait,traits,47
slow,slows,47
decide,decides,46
cent,cents,46
flow,flows,46
financial,financials,46
bank,banks,46
shift,shifts,46
perception,perceptions,46
engine,engines,46
society,societies,46
lack,lacks,46
produce,produces,45
lose,loses,45
delivery,deliveries,45
motivate,motivates,45
module,modules,45
training,trainings,45
programmer,programmers,45
complexity,complexities,45
building,buildings,45
campaign,campaigns,45
agent,agents,45
dozen,dozens,44
battle,battles,44
alliance,alliances,44
store,stores,44
invoice,invoices,44
pain,pains,44
coach,coaches,44
dimension,dimensions,43
definition,definitions,43
chip,chips,43
deserve,deserves,43
car,cars,43
counterpart,counterparts,43
proposition,propositions,43
touch,touches,42
fundamental,fundamentals,42
human,humans,42
desk,desks,42
pool,pools,41
guide,guides,41
description,descriptions,41
arise,arises,41
repository,repositories,41
content,contents,41
mile,miles,41
define,defines,41
adjustment,adjustments,41
administrator,administrators,41
world,worlds,40
acronym,acronyms,40
zone,zones,40
base,bases,40
search,searches,40
limitation,limitations,40
backward,backwards,40
strike,strikes,40
dividend,dividends,40
poster,posters,40
graduate,graduates,40
commercial,commercials,40
architecture,architectures,40
basis,bases,40
processor,processors,40
loss,losses,39
influence,influences,39
desire,desires,39
adult,adults,39
power,powers,39
generation,generations,39
agency,agencies,39
extend,extends,38
vision,visions,38
differentiate,differentiates,38
logistic,logistics,38
ideal,ideals,38
vacation,vacations,38
venture,ventures,38
buy,buys,38
holder,holders,38
heart,hearts,38
credit,credits,38
vary,varies,38
advance,advances,38
match,matches,38
troop,troops,38
track,tracks,38
staff,staffs,37
vertical,verticals,37
pilot,pilots,37
sentiment,sentiments,37
announcement,announcements,37
regular,regulars,37
shop,shops,37
commodity,commodities,37
subordinate,subordinates,37
attachment,attachments,37
seminar,seminars,36
statistic,statistics,36
finger,fingers,36
science,sciences,36
pricer,pricers,36
back,backs,36
intention,intentions,36
configuration,configurations,36
cheer,cheers,36
religion,religions,36
buyer,buyers,36
brain,brains,35
preference,preferences,35
flight,flights,35
describe,describes,35
principal,principals,35
dream,dreams,35
section,sections,35
portal,portals,35
copy,copies,35
employer,employers,35
forecast,forecasts,35
tax,taxes,35
transition,transitions,34
carry,carries,34
deployment,deployments,34
open,opens,34
city,cities,34
threat,threats,34
rely,relies,34
feed,feeds,34
consist,consists,34
manger,mangers,34
inhibit,inhibits,34
trust,trusts,34
penalty,penalties,34
body,bodies,34
entrepreneur,entrepreneurs,34
sponsor,sponsors,33
span,spans,33
economic,economics,33
commission,commissions,33
infrastructure,infrastructures,33
dinner,dinners,33
reinforce,reinforces,33
ten,tens,33
masse,masses,33
mass,masses,33
exercise,exercises,33
highlight,highlights,33
approver,approvers,33
score,scores,33
scene,scenes,33
dependency,dependencies,33
electronic,electronics,32
setting,settings,32
hope,hopes,32
string,strings,32
affair,affairs,32
manufacturer,manufacturers,32
mission,missions,32
perform,performs,32
excuse,excuses,32
scheme,schemes,32
present,presents,32
artifact,artifacts,32
odd,odds,32
sacrifice,sacrifices,32
arm,arms,32
stay,stays,32
premise,premises,31
subcontractor,subcontractors,31
replacement,replacements,31
advisor,advisors,31
hurdle,hurdles,31
discourage,discourages,31
suit,suits,31
arrangement,arrangements,31
enabler,enablers,31
headquarter,headquarters,31
advertisement,advertisements,30
home,homes,30
surprise,surprises,30
size,sizes,30
identify,identifies,30
gift,gifts,30
screen,screens,30
liner,liners,30
frustration,frustrations,30
patch,patches,30
reach,reaches,30
speaker,speakers,30
finding,findings,30
inefficiency,inefficiencies,30
winner,winners,30
bit,bits,30
facet,facets,30
timer,timers,29
translate,translates,29
virus,viruses,29
night,nights,29
thinker,thinkers,29
space,spaces,29
belong,belongs,29
merit,merits,29
walk,walks,29
master,masters,29
graphic,graphics,29
stride,strides,29
signal,signals,29
feedback,feedbacks,29
integrator,integrators,29
manual,manuals,29
dictate,dictates,29
breed,breeds,28
norm,norms,28
grant,grants,28
slide,slides,28
wage,wages,28
hospital,hospitals,28
sheet,sheets,28
submission,submissions,28
fellow,fellows,28
invest,invests,28
obligation,obligations,28
stem,stems,28
starter,starters,28
struggle,struggles,28
table,tables,28
publication,publications,28
remind,reminds,28
consideration,considerations,28
min,mins,28
technician,technicians,28
framework,frameworks,28
pass,passes,27
follower,followers,27
mate,mates,27
close,closes,27
reseller,resellers,27
exceed,exceeds,27
information,informations,27
encompass,encompasses,27
flaw,flaws,27
linkage,linkages,27
specification,specifications,27
boss,bosses,27
argument,arguments,27
handle,handles,27
prove,proves,27
dot,dots,27
intern,interns,27
vehicle,vehicles,27
passe,passes,27
scholar,scholars,27
gate,gates,27
yield,yields,26
display,displays,26
assume,assumes,26
audience,audiences,26
owe,owes,26
object,objects,26
domain,domains,26
percentage,percentages,26
college,colleges,26
hotel,hotels,26
club,clubs,26
miss,misses,26
kill,kills,26
exposure,exposures,25
tactic,tactics,25
read,reads,25
calendar,calendars,25
ingredient,ingredients,25
newcomer,newcomers,25
character,characters,25
teacher,teachers,25
actual,actuals,25
top,tops,25
personality,personalities,25
boil,boils,25
charity,charities,25
pillar,pillars,25
mechanic,mechanics,25
doctor,doctors,25
facilitate,facilitates,25
determine,determines,25
scientist,scientists,25
disability,disabilities,24
succeed,succeeds,24
filter,filters,24
bridge,bridges,24
disaster,disasters,24
engage,engages,24
modification,modifications,24
voice,voices,24
constituency,constituencies,24
energy,energies,24
recipient,recipients,24
plant,plants,24
waste,wastes,24
maintain,maintains,24
sla,slas,24
apology,apologies,24
reminder,reminders,24
synergy,synergies,24
apple,apples,24
roll,rolls,23
chair,chairs,23
shoulder,shoulders,23
buddy,buddies,23
monitor,monitors,23
front,fronts,23
sow,sows,23
avenue,avenues,23
hoop,hoops,23
attack,attacks,23
expenditure,expenditures,23
picnic,picnics,23
learn,learns,23
prototype,prototypes,23
salesman,salesmen,23
light,lights,23
frustrate,frustrates,23
hero,heroes,23
age,ages,23
appraisal,appraisals,23
distributor,distributors,23
reaction,reactions,23
tooth,teeth,22
teach,teaches,22
sabbatical,sabbaticals,22
motivation,motivations,22
upward,upwards,22
accountant,accountants,22
bottleneck,bottlenecks,22
champion,champions,22
directive,directives,22
aid,aids,22
war,wars,22
spot,spots,22
council,councils,22
influencer,influencers,22
hole,holes,22
trouble,troubles,22
perk,perks,22
reviewer,reviewers,22
guarantee,guarantees,22
variable,variables,21
crack,cracks,21
achieve,achieves,21
disappear,disappears,21
equal,equals,21
prize,prizes,21
finance,finances,21
bundle,bundles,21
extension,extensions,21
refer,refers,21
phrase,phrases,21
hinder,hinders,21
minority,minorities,21
install,installs,21
meaning,meanings,21
doer,doers,21
scale,scales,21
branch,branches,21
emotion,emotions,20
lawsuit,lawsuits,20
sample,samples,20
analytic,analytics,20
access,accesses,20
explanation,explanations,20
utility,utilities,20
photo,photos,20
spouse,spouses,20
alert,alerts,20
reservation,reservations,20
variation,variations,20
custom,customs,20
slogan,slogans,20
discuss,discusses,20
disclosure,disclosures,20
arrive,arrives,20
eliminate,eliminates,20
mention,mentions,20
clothe,clothes,20
drop,drops,19
wave,waves,19
cue,cues,19
author,authors,19
reside,resides,19
execute,executes,19
entail,entails,19
applicant,applicants,19
embrace,embraces,19
output,outputs,19
trip,trips,19
ecosystem,ecosystems,19
wheel,wheels,19
participate,participates,19
congratulation,congratulations,19
incident,incidents,19
installation,installations,19
corner,corners,19
solve,solves,19
deed,deeds,19
remove,removes,19
leverage,leverages,19
clause,clauses,19
notice,notices,19
overhead,overheads,19
adopter,adopters,19
moral,morals,19
portfolio,portfolios,19
memory,memories,19
hint,hints,19
choose,chooses,19
debate,debates,19
employ,employs,18
receipt,receipts,18
emergency,emergencies,18
realize,realizes,18
secretary,secretaries,18
gut,guts,18
resume,resumes,18
seat,seats,18
supplemental,supplementals,18
associate,associates,18
crisis,crises,18
stifle,stifles,18
opening,openings,18
portion,portions,18
vote,votes,18
image,images,18
fire,fires,18
celebration,celebrations,18
terminal,terminals,18
notification,notifications,18
remark,remarks,18
join,joins,18
differentiator,differentiators,18
rest,rests,18
bound,bounds,18
bond,bonds,18
suite,suites,18
authority,authorities,18
ice,ices,18
protocol,protocols,18
ground,grounds,18
neighbor,neighbors,18
defeat,defeats,18
signature,signatures,18
flower,flowers,18
money,monies,18
seam,seams,18
disconnect,disconnects,17
learning,learnings,17
pull,pulls,17
implement,implements,17
behave,behaves,17
chat,chats,17
hat,hats,17
library,libraries,17
enhance,enhances,17
magazine,magazines,17
direct,directs,17
deviation,deviations,17
fear,fears,17
carrier,carriers,17
conclusion,conclusions,17
competence,competences,17
hall,halls,17
transformation,transformations,17
click,clicks,17
establish,establishes,17
encounter,encounters,17
camp,camps,17
recruit,recruits,17
respond,responds,17
generalist,generalists,17
aim,aims,17
loose,looses,17
ear,ears,17
seek,seeks,17
explain,explains,17
height,heights,17
misunderstanding,misunderstandings,17
trigger,triggers,17
association,associations,17
decrease,decreases,17
angle,angles,17
load,loads,17
accessory,accessories,17
push,pushes,17
outsider,outsiders,17
ramification,ramifications,17
worry,worries,17
committee,committees,17
ambassador,ambassadors,17
mark,marks,17
alumnus,alumni,17
lecture,lectures,17
crash,crashes,17
projection,projections,16
union,unions,16
attorney,attorneys,16
thrive,thrives,16
recognition,recognitions,16
star,stars,16
rumor,rumors,16
entitlement,entitlements,16
drill,drills,16
briefing,briefings,16
disadvantage,disadvantages,16
folder,folders,16
upline,uplines,16
cross,crosses,16
viewpoint,viewpoints,16
counter,counters,16
browser,browsers,16
log,logs,16
capture,captures,16
reader,readers,16
warehouse,warehouses,16
inspire,inspires,16
ala,alas,16
differ,differs,16
abuse,abuses,16
taker,takers,16
write,writes,16
button,buttons,16
cell,cells,16
permit,permits,16
girl,girls,16
strive,strives,16
premium,premiums,16
stream,streams,16
academic,academics,15
outage,outages,15
backup,backups,15
lunch,lunches,15
performance,performances,15
sum,sums,15
subsidiary,subsidiaries,15
donation,donations,15
duck,ducks,15
blade,blades,15
iteration,iterations,15
professor,professors,15
specialty,specialties,15
positive,positives,15
techy,techies,15
doubt,doubts,15
pitfall,pitfalls,15
rotation,rotations,15
battery,batteries,15
bet,bets,15
repercussion,repercussions,15
addition,additions,15
instructor,instructors,15
net,nets,15
visitor,visitors,15
sis,ses,15
color,colors,15
communicate,communicates,15
empower,empowers,15
register,registers,15
internal,internals,15
stock,stocks,15
redundancy,redundancies,15
management,managements,15
flyer,flyers,15
propose,proposes,15
overlap,overlaps,15
relative,relatives,15
instrument,instruments,15
tier,tiers,15
compromise,compromises,15
archive,archives,15
circle,circles,15
contest,contests,15
capitalist,capitalists,15
movement,movements,15
justification,justifications,15
classroom,classrooms,15
factory,factories,15
senior,seniors,15
constituent,constituents,15
travel,travels,14
virtue,virtues,14
confuse,confuses,14
combination,combinations,14
memo,memos,14
pro,pros,14
shape,shapes,14
builder,builders,14
mother,mothers,14
impediment,impediments,14
flag,flags,14
damage,damages,14
diagram,diagrams,14
elephant,elephants,14
avoid,avoids,14
matrix,matrices,14
con,cons,14
pointer,pointers,14
airport,airports,14
thesis,theses,14
interval,intervals,14
align,aligns,14
race,races,14
dan,dans,14
distribution,distributions,14
love,loves,14
stress,stresses,14
badge,badges,14
sensor,sensors,14
mirror,mirrors,14
node,nodes,14
approve,approves,14
script,scripts,14
impression,impressions,14
nut,nuts,14
potential,potentials,14
amaze,amazes,14
interpretation,interpretations,14
nuance,nuances,14
headache,headaches,14
allowance,allowances,13
algorithm,algorithms,13
reimbursement,reimbursements,13
passion,passions,13
inquiry,inquiries,13
threaten,threatens,13
father,fathers,13
competition,competitions,13
token,tokens,13
impede,impedes,13
reveal,reveals,13
expression,expressions,13
street,streets,13
ship,ships,13
deficiency,deficiencies,13
veteran,veterans,13
fruit,fruits,13
chunk,chunks,13
inconsistency,inconsistencies,13
mandate,mandates,13
curve,curves,13
secret,secrets,13
scan,scans,13
renewal,renewals,13
doc,docs,13
patient,patients,13
sense,senses,13
population,populations,13
endeavor,endeavors,13
disk,disks,13
creator,creators,13
rise,rises,13
house,houses,13
inventory,inventories,13
buck,bucks,13
authorization,authorizations,13
outing,outings,13
symptom,symptoms,13
mill,mills,13
scandal,scandals,13
qualification,qualifications,13
beat,beats,13
nomination,nominations,13
video,videos,12
evening,evenings,12
restrict,restricts,12
century,centuries,12
preclude,precludes,12
joke,jokes,12
collaboration,collaborations,12
allocation,allocations,12
acknowledge,acknowledges,12
ratio,ratios,12
mode,modes,12
integrate,integrates,12
pipeline,pipelines,12
imperative,imperatives,12
functionality,functionalities,12
capacity,capacities,12
protect,protects,12
hub,hubs,12
calculation,calculations,12
tension,tensions,12
emphasize,emphasizes,12
planner,planners,12
technologist,technologists,12
investigation,investigations,12
laboratory,laboratories,12
truth,truths,12
cap,caps,12
prefer,prefers,12
violation,violations,12
freeze,freezes,12
range,ranges,12
gathering,gatherings,12
spec,specs,12
pick,picks,12
officer,officers,12
transform,transforms,12
court,courts,12
motive,motives,12
cornerstone,cornerstones,12
tree,trees,12
certificate,certificates,12
horizon,horizons,12
maximize,maximizes,12
bar,bars,12
paradigm,paradigms,12
institute,institutes,12
switch,switches,12
outweigh,outweighs,12
moderator,moderators,12
toe,toes,12
consume,consumes,12
judge,judges,12
demonstration,demonstrations,12
stick,sticks,12
replace,replaces,11
working,workings,11
length,lengths,11
road,roads,11
multinational,multinationals,11
intervention,interventions,11
conviction,convictions,11
education,educations,11
assist,assists,11
tester,testers,11
tutorial,tutorials,11
lever,levers,11
preach,preaches,11
attend,attends,11
distraction,distractions,11
actor,actors,11
solver,solvers,11
undermine,undermines,11
disbelief,disbeliefs,11
manner,manners,11
liability,liabilities,11
comer,comers,11
tradition,traditions,11
speed,speeds,11
experiment,experiments,11
expose,exposes,11
construct,constructs,11
recommend,recommends,11
conduct,conducts,11
enter,enters,11
bullet,bullets,11
ring,rings,11
incorporate,incorporates,11
headline,headlines,11
internship,internships,11
writer,writers,11
pose,poses,11
checker,checkers,11
miracle,miracles,11
distinguish,distinguishes,11
loop,loops,11
weevil,weevils,11
ninety,nineties,11
map,maps,11
lease,leases,11
constitute,constitutes,11
emerge,emerges,11
accept,accepts,11
enemy,enemies,11
shipment,shipments,11
theory,theories,11
credential,credentials,11
wood,woods,11
exit,exits,11
fulfill,fulfills,11
victim,victims,11
accomplish,accomplishes,11
skew,skews,11
comparison,comparisons,11
appliance,appliances,11
tenet,tenets,11
listen,listens,11
incubator,incubators,11
commit,commits,11
shot,shots,11
connect,connects,11
convey,conveys,11
birthday,birthdays,11
minimize,minimizes,11
interlock,interlocks,11
separate,separates,11
leap,leaps,11
corporate,corporates,10
bottom,bottoms,10
initiate,initiates,10
newspaper,newspapers,10
interact,interacts,10
compete,competes,10
introduce,introduces,10
fortune,fortunes,10
camera,cameras,10
fiefdom,fiefdoms,10
evaluate,evaluates,10
evolve,evolves,10
analyse,analyses,10
round,rounds,10
retailer,retailers,10
invite,invites,10
demographic,demographics,10
blue,blues,10
attract,attracts,10
icon,icons,10
negotiator,negotiators,10
diminish,diminishes,10
semiconductor,semiconductors,10
vacancy,vacancies,10
tear,tears,10
dinosaur,dinosaurs,10
shortage,shortages,10
notion,notions,10
fight,fights,10
correction,corrections,10
operator,operators,10
outline,outlines,10
exhibit,exhibits,10
shirt,shirts,10
distinction,distinctions,10
summary,summaries,10
forward,forwards,10
prevail,prevails,10
evangelist,evangelists,10
strengthen,strengthens,10
income,incomes,10
loser,losers,10
column,columns,10
foundation,foundations,10
trick,tricks,10
refuse,refuses,10
bother,bothers,10
select,selects,10
appeal,appeals,10
bone,bones,10
slot,slots,10
jammer,jammers,10
pager,pagers,10
dispute,disputes,10
artist,artists,10
protege,proteges,10
submit,submits,10
concession,concessions,10
portlet,portlets,10
port,ports,10
trainee,trainees,10
replica,replicas,10
pad,pads,10
mountain,mountains,10
embody,embodies,10
resonate,resonates,10
park,parks,10
analysis,analyses,10
ignore,ignores,10
motor,motors,10
provision,provisions,10
queue,queues,9
workplace,workplaces,9
generator,generators,9
underpinning,underpinnings,9
frame,frames,9
semantic,semantics,9
utilize,utilizes,9
equate,equates,9
smart,smarts,9
telecommunication,telecommunications,9
cup,cups,9
estate,estates,9
dashboard,dashboards,9
payable,payables,9
justify,justifies,9
research,researches,9
kick,kicks,9
continent,continents,9
afford,affords,9
future,futures,9
breakdown,breakdowns,9
insist,insists,9
animal,animals,9
ball,balls,9
reset,resets,9
slip,slips,9
trial,trials,9
bias,biases,9
soldier,soldiers,9
erode,erodes,9
storm,storms,9
county,counties,9
interruption,interruptions,9
pair,pairs,9
drain,drains,9
junior,juniors,9
superior,superiors,9
panel,panels,9
bus,buses,9
boomer,boomers,9
geek,geeks,9
opus,opera,9
criteria,criterias,9
supplement,supplements,9
complication,complications,9
sizing,sizings,9
subset,subsets,9
property,properties,9
shine,shines,9
mar,mars,9
complain,complains,9
trail,trails,9
necessitate,necessitates,9
affiliate,affiliates,9
friendship,friendships,9
adhere,adheres,9
essential,essentials,9
quantity,quantities,9
ware,wares,9
suck,sucks,9
destroy,destroys,9
stretch,stretches,9
complete,completes,9
leg,legs,9
stack,stacks,9
paragraph,paragraphs,9
blueprint,blueprints,9
expand,expands,9
combine,combines,9
anniversary,anniversaries,9
hallway,hallways,9
draw,draws,9
refinement,refinements,9
grade,grades,9
soul,souls,9
speech,speeches,9
simplify,simplifies,9
collection,collections,9
